Year,Date,Bottineau,Carrington,Dickinson,Fargo,Grand Forks,Hettinger,Langdon,Minot,Streeter,Williston,Average
2003,11/18/2003,131.00,6.00,0.00,0.00,0.00,0.00,67.00,92.00,0.00,123.00,41.9
2003,11/19/2003,131.00,0.00,0.00,0.00,0.00,0.00,64.00,16.00,0.00,43.00,25.4
2003,11/20/2003,129.00,0.00,0.00,0.00,0.00,0.00,60.00,1.00,0.00,43.00,23.3
2003,11/21/2003,128.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,39.00,18.2
2003,11/22/2003,127.00,0.00,0.00,0.00,0.00,33.00,14.00,0.00,0.00,38.00,21.2
2003,11/23/2003,125.00,0.00,20.00,0.00,0.00,62.00,14.00,0.00,3.00,38.00,26.2
2003,11/24/2003,124.00,0.00,18.00,0.00,0.00,57.00,13.00,0.00,1.00,38.00,25.1
2003,11/25/2003,127.00,0.00,25.00,0.00,0.00,52.00,19.00,7.00,0.00,39.00,26.9
2003,11/26/2003,127.00,2.00,18.00,9.00,16.00,43.00,61.00,4.00,0.00,39.00,31.9
2003,11/27/2003,126.00,0.00,11.00,7.00,14.00,36.00,56.00,0.00,0.00,39.00,28.9
2003,11/28/2003,126.00,0.00,8.00,6.00,12.00,32.00,51.00,0.00,0.00,38.00,27.3
2003,11/29/2003,122.00,0.00,4.00,5.00,10.00,29.00,47.00,0.00,0.00,37.00,25.4
2003,11/30/2003,121.00,0.00,0.00,0.00,0.00,4.00,41.00,0.00,0.00,37.00,20.3
2003,12/1/2003,119.00,0.00,0.00,0.00,0.00,1.00,35.00,0.00,0.00,30.00,18.5
2003,12/2/2003,119.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,29.00,17.9
2003,12/3/2003,114.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,29.00,16.9
2003,12/4/2003,110.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,31.00,16.1
2003,12/5/2003,123.00,16.00,0.00,17.00,15.00,0.00,18.00,7.00,23.00,30.00,24.9
2003,12/6/2003,120.00,13.00,0.00,16.00,12.00,0.00,14.00,4.00,21.00,29.00,22.9
2003,12/7/2003,117.00,8.00,0.00,14.00,10.00,0.00,10.00,0.00,13.00,29.00,20.1
2003,12/8/2003,114.00,8.00,0.00,14.00,9.00,0.00,8.00,0.00,11.00,31.00,19.5
2003,12/9/2003,114.00,19.00,0.00,18.00,40.00,0.00,5.00,0.00,11.00,31.00,23.8
2003,12/10/2003,115.00,18.00,0.00,17.00,38.00,0.00,4.00,0.00,10.00,31.00,23.3
2003,12/11/2003,116.00,18.00,0.00,17.00,36.00,0.00,4.00,0.00,9.00,32.00,23.2
2003,12/12/2003,118.00,17.00,0.00,16.00,35.00,0.00,3.00,0.00,7.00,37.00,23.3
2003,12/13/2003,117.00,17.00,0.00,15.00,34.00,0.00,1.00,0.00,4.00,38.00,22.6
2003,12/14/2003,114.00,14.00,0.00,14.00,32.00,0.00,0.00,0.00,0.00,37.00,21.1
2003,12/15/2003,109.00,11.00,5.00,14.00,31.00,0.00,0.00,0.00,0.00,46.00,21.6
2003,12/16/2003,106.00,44.00,10.00,60.00,77.00,3.00,31.00,1.00,38.00,46.00,41.6
2003,12/17/2003,107.00,39.00,3.00,55.00,72.00,2.00,26.00,0.00,33.00,47.00,38.4
2003,12/18/2003,110.00,6.00,0.00,166.00,69.00,0.00,182.00,0.00,0.00,45.00,57.8
2003,12/19/2003,111.00,4.00,0.00,152.00,64.00,0.00,155.00,0.00,0.00,43.00,52.9
2003,12/20/2003,111.00,3.00,0.00,145.00,62.00,0.00,141.00,0.00,0.00,43.00,50.5
2003,12/21/2003,108.00,2.00,0.00,138.00,59.00,0.00,124.00,0.00,0.00,42.00,47.3
2003,12/22/2003,107.00,0.00,0.00,98.00,12.00,0.00,40.00,0.00,0.00,42.00,29.9
2003,12/23/2003,109.00,0.00,0.00,96.00,11.00,0.00,37.00,0.00,0.00,41.00,29.4
2003,12/24/2003,110.00,0.00,0.00,97.00,11.00,0.00,36.00,0.00,0.00,43.00,29.7
2003,12/25/2003,108.00,0.00,0.00,96.00,11.00,0.00,34.00,0.00,0.00,44.00,29.3
2003,12/26/2003,108.00,0.00,0.00,92.00,10.00,0.00,32.00,0.00,0.00,46.00,28.8
2003,12/27/2003,109.00,0.00,0.00,91.00,10.00,0.00,31.00,0.00,0.00,46.00,28.7
2003,12/28/2003,154.00,13.00,31.00,10.00,3.00,28.00,61.00,57.00,25.00,80.00,46.2
2003,12/29/2003,175.00,19.00,46.00,23.00,16.00,30.00,70.00,88.00,34.00,101.00,60.2
2003,12/30/2003,173.00,18.00,43.00,23.00,15.00,29.00,69.00,81.00,32.00,101.00,58.4
2003,12/31/2003,183.00,45.00,67.00,50.00,44.00,32.00,87.00,95.00,50.00,110.00,76.3
2004,1/1/2004,181.00,41.00,57.00,48.00,41.00,29.00,85.00,89.00,46.00,109.00,72.6
2004,1/2/2004,177.00,37.00,53.00,46.00,36.00,27.00,81.00,84.00,43.00,108.00,69.2
2004,1/3/2004,238.00,46.00,53.00,45.00,50.00,24.00,165.00,142.00,41.00,145.00,94.9
2004,1/4/2004,232.00,43.00,51.00,44.00,49.00,24.00,158.00,134.00,39.00,143.00,91.7
2004,1/5/2004,228.00,41.00,49.00,42.00,47.00,22.00,152.00,127.00,37.00,140.00,88.5
2004,1/6/2004,226.00,38.00,45.00,97.00,101.00,112.00,412.00,140.00,35.00,329.00,153.5
2004,1/7/2004,222.00,34.00,39.00,94.00,95.00,103.00,389.00,133.00,31.00,318.00,145.8
2004,1/8/2004,219.00,32.00,34.00,93.00,93.00,97.00,372.00,129.00,30.00,310.00,140.9
2004,1/9/2004,214.00,33.00,35.00,92.00,89.00,98.00,357.00,129.00,29.00,306.00,138.2
2004,1/10/2004,209.00,32.00,34.00,89.00,86.00,94.00,343.00,126.00,27.00,300.00,134
2004,1/11/2004,206.00,29.00,27.00,90.00,85.00,89.00,330.00,121.00,24.00,293.00,129.4
2004,1/12/2004,206.00,28.00,1.00,90.00,87.00,56.00,321.00,117.00,0.00,253.00,115.9
2004,1/13/2004,202.00,24.00,0.00,89.00,84.00,55.00,309.00,111.00,0.00,349.00,122.3
2004,1/14/2004,198.00,22.00,0.00,87.00,83.00,53.00,304.00,81.00,0.00,343.00,117.1
2004,1/15/2004,197.00,2.00,0.00,88.00,89.00,52.00,304.00,81.00,0.00,340.00,115.3
2004,1/16/2004,276.00,2.00,0.00,94.00,96.00,44.00,408.00,54.00,0.00,338.00,131.2
2004,1/17/2004,273.00,1.00,0.00,92.00,93.00,42.00,401.00,55.00,0.00,338.00,129.5
2004,1/18/2004,271.00,0.00,0.00,89.00,90.00,43.00,392.00,54.00,0.00,334.00,127.3
2004,1/19/2004,268.00,0.00,0.00,88.00,89.00,42.00,386.00,53.00,0.00,331.00,125.7
2004,1/20/2004,265.00,0.00,0.00,87.00,87.00,42.00,379.00,52.00,0.00,329.00,124.1
2004,1/21/2004,262.00,0.00,0.00,86.00,89.00,42.00,371.00,51.00,0.00,326.00,122.7
2004,1/22/2004,259.00,0.00,0.00,85.00,88.00,41.00,365.00,50.00,0.00,323.00,121.1
2004,1/23/2004,259.00,0.00,0.00,83.00,86.00,37.00,360.00,59.00,6.00,320.00,121
2004,1/24/2004,278.00,13.00,0.00,117.00,106.00,29.00,363.00,62.00,3.00,317.00,128.8
2004,1/25/2004,279.00,37.00,9.00,116.00,104.00,36.00,358.00,72.00,34.00,320.00,136.5
2004,1/26/2004,347.00,162.00,20.00,246.00,244.00,56.00,469.00,135.00,92.00,345.00,211.6
2004,1/27/2004,343.00,151.00,18.00,239.00,245.00,55.00,469.00,134.00,85.00,342.00,208.1
2004,1/28/2004,494.00,240.00,182.00,435.00,426.00,24.00,548.00,180.00,287.00,437.00,325.3
2004,1/29/2004,486.00,228.00,173.00,414.00,403.00,26.00,538.00,181.00,269.00,448.00,316.6
2004,1/30/2004,478.00,220.00,164.00,398.00,387.00,25.00,529.00,183.00,256.00,447.00,308.7
2004,1/31/2004,470.00,212.00,162.00,386.00,375.00,29.00,521.00,178.00,245.00,470.00,304.8
2004,2/1/2004,478.00,210.00,152.00,376.00,364.00,29.00,523.00,183.00,235.00,473.00,302.3
2004,2/2/2004,474.00,201.00,144.00,366.00,354.00,31.00,513.00,183.00,227.00,468.00,296.1
2004,2/3/2004,467.00,193.00,138.00,358.00,348.00,30.00,508.00,179.00,220.00,463.00,290.4
2004,2/4/2004,578.00,266.00,268.00,345.00,245.00,115.00,641.00,166.00,318.00,588.00,353
2004,2/5/2004,568.00,258.00,257.00,345.00,241.00,110.00,641.00,162.00,308.00,675.00,356.5
2004,2/6/2004,559.00,262.00,247.00,366.00,255.00,111.00,629.00,158.00,313.00,674.00,357.4
2004,2/7/2004,550.00,254.00,240.00,356.00,249.00,108.00,618.00,155.00,302.00,665.00,349.7
2004,2/8/2004,540.00,246.00,230.00,349.00,245.00,104.00,601.00,149.00,294.00,657.00,341.5
2004,2/9/2004,531.00,237.00,219.00,345.00,239.00,97.00,588.00,142.00,285.00,647.00,333
2004,2/10/2004,521.00,273.00,244.00,301.00,243.00,123.00,592.00,147.00,287.00,672.00,340.3
2004,2/11/2004,534.00,278.00,241.00,299.00,247.00,118.00,588.00,156.00,289.00,664.00,341.4
2004,2/12/2004,527.00,282.00,246.00,307.00,242.00,118.00,589.00,169.00,290.00,661.00,343.1
2004,2/13/2004,760.00,300.00,277.00,463.00,199.00,32.00,590.00,227.00,311.00,685.00,384.4
2004,2/14/2004,705.00,284.00,257.00,416.00,197.00,31.00,575.00,203.00,297.00,674.00,363.9
2004,2/15/2004,669.00,277.00,249.00,388.00,195.00,31.00,568.00,192.00,289.00,665.00,352.3
2004,2/16/2004,637.00,270.00,240.00,369.00,193.00,31.00,561.00,182.00,281.00,657.00,342.1
2004,2/17/2004,611.00,263.00,232.00,352.00,194.00,31.00,552.00,176.00,275.00,654.00,334
2004,2/18/2004,660.00,200.00,299.00,292.00,187.00,16.00,541.00,111.00,197.00,659.00,316.2
2004,2/19/2004,636.00,194.00,178.00,284.00,185.00,17.00,526.00,102.00,191.00,620.00,293.3
2004,2/20/2004,619.00,189.00,170.00,238.00,184.00,18.00,518.00,100.00,188.00,614.00,283.8
2004,2/21/2004,605.00,183.00,166.00,234.00,183.00,16.00,511.00,95.00,183.00,607.00,278.3
2004,2/22/2004,592.00,178.00,162.00,232.00,182.00,16.00,504.00,91.00,179.00,603.00,273.9
2004,2/23/2004,582.00,175.00,162.00,231.00,182.00,17.00,497.00,91.00,176.00,601.00,271.4
2004,2/24/2004,432.00,107.00,121.00,250.00,188.00,34.00,408.00,37.00,231.00,256.00,206.4
2004,2/26/2004,518.00,108.00,133.00,251.00,173.00,0.00,513.00,47.00,247.00,184.00,217.4
2004,2/27/2004,500.00,105.00,97.00,229.00,170.00,0.00,498.00,46.00,209.00,184.00,203.8
2004,2/28/2004,362.00,74.00,37.00,145.00,116.00,0.00,450.00,0.00,128.00,176.00,148.8
2004,2/29/2004,356.00,63.00,37.00,134.00,114.00,6.00,438.00,0.00,124.00,176.00,144.8
2004,3/1/2004,353.00,64.00,121.00,118.00,115.00,93.00,430.00,10.00,135.00,179.00,161.8
2004,3/2/2004,352.00,93.00,118.00,109.00,86.00,109.00,549.00,8.00,194.00,180.00,179.8
2004,3/3/2004,356.00,238.00,246.00,126.00,112.00,119.00,389.00,314.00,183.00,158.00,224.1
2004,3/4/2004,335.00,254.00,257.00,162.00,139.00,115.00,368.00,232.00,195.00,173.00,223
2004,3/5/2004,337.00,255.00,245.00,162.00,139.00,110.00,369.00,219.00,193.00,173.00,220.2
2004,3/6/2004,336.00,256.00,236.00,174.00,158.00,104.00,371.00,208.00,194.00,173.00,221
2004,3/7/2004,331.00,249.00,197.00,172.00,157.00,63.00,367.00,170.00,158.00,171.00,203.5
2004,3/8/2004,327.00,241.00,187.00,168.00,155.00,57.00,360.00,160.00,152.00,169.00,197.6
2004,3/9/2004,326.00,183.00,44.00,130.00,171.00,0.00,360.00,47.00,56.00,165.00,148.2
2004,3/10/2004,309.00,105.00,0.00,66.00,104.00,0.00,465.00,0.00,0.00,84.00,113.3
2004,3/11/2004,304.00,84.00,0.00,30.00,82.00,0.00,446.00,0.00,0.00,79.00,102.5
2004,3/12/2004,303.00,83.00,0.00,29.00,81.00,0.00,442.00,0.00,0.00,79.00,101.7
2004,3/13/2004,303.00,80.00,0.00,27.00,79.00,0.00,437.00,0.00,0.00,54.00,98
2004,3/14/2004,318.00,73.00,0.00,0.00,70.00,0.00,439.00,6.00,1.00,54.00,96.1
2004,3/15/2004,317.00,71.00,0.00,0.00,72.00,0.00,432.00,0.00,0.00,53.00,94.5
2004,3/16/2004,315.00,69.00,0.00,0.00,71.00,0.00,428.00,0.00,0.00,54.00,93.7
2004,3/17/2004,302.00,74.00,0.00,14.00,104.00,0.00,435.00,0.00,0.00,54.00,98.3
2004,3/18/2004,311.00,68.00,0.00,0.00,104.00,0.00,430.00,0.00,0.00,69.00,98.2
2004,3/19/2004,313.00,65.00,0.00,0.00,104.00,0.00,425.00,0.00,0.00,0.00,90.7
2004,3/20/2004,253.00,9.00,0.00,0.00,26.00,0.00,398.00,0.00,0.00,0.00,68.6
2004,3/21/2004,252.00,5.00,0.00,0.00,19.00,0.00,393.00,0.00,0.00,0.00,66.9
2004,3/22/2004,251.00,4.00,0.00,0.00,19.00,0.00,391.00,0.00,0.00,0.00,66.5
2004,3/23/2004,249.00,0.00,0.00,0.00,13.00,0.00,385.00,0.00,0.00,0.00,64.7
2004,3/24/2004,235.00,0.00,0.00,0.00,12.00,0.00,382.00,0.00,0.00,0.00,62.9
2004,3/25/2004,196.00,0.00,0.00,0.00,0.00,0.00,374.00,0.00,0.00,0.00,57
2004,3/26/2004,114.00,0.00,0.00,0.00,0.00,0.00,298.00,0.00,0.00,0.00,41.2
2004,3/27/2004,114.00,0.00,0.00,0.00,0.00,0.00,295.00,0.00,0.00,0.00,40.9
2004,3/28/2004,75.00,0.00,0.00,0.00,0.00,0.00,318.00,0.00,0.00,0.00,39.3
2004,3/29/2004,54.00,0.00,0.00,0.00,0.00,0.00,316.00,0.00,0.00,0.00,37
2004,3/30/2004,52.00,0.00,0.00,0.00,0.00,0.00,312.00,0.00,0.00,0.00,36.4
2004,3/31/2004,0.00,0.00,0.00,0.00,0.00,0.00,310.00,0.00,0.00,0.00,31
2004,4/1/2004,0.00,0.00,0.00,0.00,0.00,0.00,269.00,0.00,0.00,0.00,26.9
2004,4/2/2004,0.00,0.00,0.00,0.00,0.00,0.00,232.00,0.00,0.00,0.00,23.2
2004,4/3/2004,0.00,0.00,0.00,0.00,0.00,0.00,228.00,0.00,0.00,0.00,22.8
2004,4/4/2004,0.00,0.00,0.00,0.00,0.00,0.00,225.00,0.00,0.00,0.00,22.5
2004,4/5/2004,0.00,0.00,0.00,0.00,0.00,0.00,184.00,0.00,0.00,0.00,18.4
2004,4/6/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/7/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/8/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/9/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/10/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/11/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/12/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/13/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/14/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/15/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/16/2004,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.4
2004,4/17/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/18/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/19/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/20/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/21/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/22/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/23/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/24/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/25/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/26/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/27/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/28/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/29/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,4/30/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/1/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/2/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/3/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/4/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/5/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/6/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/7/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/8/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/9/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/10/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/11/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/12/2004,0.00,18.00,0.00,0.00,0.00,0.00,155.00,17.00,0.00,16.00,20.6
2004,5/13/2004,58.00,50.00,4.00,0.00,0.00,0.00,171.00,74.00,0.00,53.00,41
2004,5/14/2004,58.00,43.00,0.00,0.00,0.00,0.00,149.00,39.00,0.00,0.00,28.9
2004,5/15/2004,0.00,0.00,0.00,0.00,0.00,0.00,107.00,0.00,0.00,0.00,10.7
2004,5/16/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/17/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/18/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/19/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/20/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/21/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/22/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/23/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/24/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/25/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/26/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/27/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/28/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/29/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/30/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,5/31/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/1/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/2/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/3/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/4/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/5/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/6/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/7/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/8/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/9/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/10/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/11/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/12/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/13/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/14/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/15/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/16/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/17/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/18/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2004,6/19/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
